soc_code,title,realistic,investigative,artistic,social,enterprising,conventional,top_skills,day_in_life,salary_low,salary_high,growth_pct
17-2111.02,Fire-Prevention and Protection Engineers,0.8032221679194763,1.0677408735251614,-0.3085083612850264,0.2725117635738908,-0.10408093089615245,-0.5071014097815556,"Critical Thinking, Critical Thinking, Reading Comprehension","Advise architects, builders, and other construction personnel on fire prevention equipment and techniques and on fire code and standard interpretation and compliance. Inspect buildings or building designs to determine fire protection system requirements and potential problems in areas such as water supplies, exit locations, and construction materials.",70000,120000,25.0
17-2112.00,Industrial Engineers,0.10534091810295379,0.8170627337648574,-0.1823789730613853,-0.7617558831493162,0.33693208208129033,0.6367647521483063,"Reading Comprehension, Monitoring, Active Listening","Estimate production costs, cost saving methods, and the effects of product design changes on expenditures for management review, action, and control. Plan and establish sequence of operations to fabricate and assemble parts or products and to promote efficient utilization.",70000,120000,25.0
17-2112.01,Human Factors Engineers and Ergonomists,0.09016958658520317,1.6568345019618753,0.6464712924082566,-0.23136221816305605,-0.2111840911906742,-0.5372031508849724,"Reading Comprehension, Active Listening, Writing","Collect data through direct observation of work activities or witnessing the conduct of tests. Conduct interviews or surveys of users or customers to collect information on topics, such as requirements, needs, fatigue, ergonomics, or interfaces.",70000,120000,25.0
17-2112.02,Validation Engineers,0.06994114456153583,1.1554782224412676,-0.3625638133808727,-0.7219763582753467,-0.47579189897713975,0.42605256442438455,"Reading Comprehension, Science, Reading Comprehension",Study product characteristics or customer requirements to determine validation objectives and standards. Analyze validation test data to determine whether systems or processes have met validation criteria or to identify root causes of production problems.,70000,120000,25.0
17-2112.03,Manufacturing Engineers,0.3480822223869614,0.6854567103906979,0.22303691765746148,-0.6888267542137054,0.04712353069611373,-0.2963892220576329,"Reading Comprehension, Monitoring, Judgment and Decision Making","Troubleshoot new or existing product problems involving designs, materials, or processes. Identify opportunities or implement changes to improve manufacturing processes or products or to reduce costs, using knowledge of fabrication processes, tooling and production equipment, assembly methods, quality control standards, or product design, materials and parts.",70000,120000,25.0
17-2121.00,Marine Engineers and Naval Architects,0.6211661897064703,1.1930799434053136,0.43925872604084615,-0.7418661207123314,0.2802304089841906,-0.33652487686218946,"Reading Comprehension, Critical Thinking, Writing","Perform technical work, solve problems, collaborate with team.",90000,150000,25.0
17-2131.00,Materials Engineers,0.7071370683070564,1.4124233156955792,0.6194435663603337,-0.7816456455863008,-0.5828950592716615,-0.667644028999781,"Reading Comprehension, Science, Active Learning",Analyze product failure data and laboratory test results to determine causes of problems and develop solutions. Design and direct the testing or control of processing procedures.,70000,120000,25.0
17-2141.00,Mechanical Engineers,1.0661919142271512,1.0802747805131765,0.31312933781720526,-0.9606535075191636,-0.771900636261994,-0.12581268913826768,"Reading Comprehension, Mathematics, Science","Read and interpret blueprints, technical drawings, schematics, or computer-generated reports. Research, design, evaluate, install, operate, or maintain mechanical products, equipment, systems or processes to meet requirements.",70000,120000,25.0
17-2141.01,Fuel Cell Engineers,0.7071370683070564,1.0990756409951994,-0.20940669910930826,-0.8081653288356139,-0.35608836688326245,-0.7880509934134508,"Reading Comprehension, Critical Thinking, Active Listening","Plan or conduct experiments to validate new materials, optimize startup protocols, reduce conditioning time, or examine contaminant tolerance. Provide technical consultation or direction related to the development or production of fuel cell systems.",70000,120000,25.0
17-2141.02,Automotive Engineers,1.0055065881561498,1.3309529202734807,0.5293511462005899,-0.8346850120849268,-0.595495431071017,-0.667644028999781,"Mathematics, Reading Comprehension, Critical Thinking",Conduct or direct system-level automotive testing. Provide technical direction to other engineers or engineering support personnel.,70000,120000,25.0
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.7981650574135596,1.2682833853334043,-0.2904898772530776,-0.46340944659454486,-0.14818223219389662,-0.1458805165405464,"Reading Comprehension, Mathematics, Judgment and Decision Making","Prepare technical reports for use by mining, engineering, and management personnel. Inspect mining areas for unsafe structures, equipment, and working conditions.",70000,120000,25.0
17-2161.00,Nuclear Engineers,0.2570542332804586,1.7132370834079436,0.19600919160953814,-0.38385039684660593,-0.25528539248841836,-0.3565927042644682,"Reading Comprehension, Critical Thinking, Writing","Design or develop nuclear equipment, such as reactor cores, radiation shielding, or associated instrumentation or control mechanisms. Monitor nuclear facility operations to identify any design, construction, or operation practices that violate safety regulations and laws or could jeopardize safe operations.",70000,120000,25.0
17-2171.00,Petroleum Engineers,0.4846242060467161,1.0489400130431386,0.0518613193539483,-0.4965590506561861,-0.053679443698730386,-0.36662661796560714,"Reading Comprehension, Critical Thinking, Writing","Specify and supervise well modification and stimulation programs to maximize oil and gas recovery. Monitor production rates, and plan rework processes to improve production.",70000,120000,25.0
17-2199.03,"Energy Engineers, Except Wind and Solar",0.38853910643429607,0.6854567103906979,0.1779907075775894,-0.20484253491374302,0.04712353069611373,-0.3565927042644682,"Reading Comprehension, Science, Reading Comprehension",Identify and recommend energy savings strategies to achieve more energy-efficient operation. Conduct energy audits to evaluate energy use and to identify conservation and cost reduction measures.,70000,120000,25.0
17-2199.05,Mechatronics Engineers,0.6919657367893062,1.3121520597914575,0.5113326621686411,-0.7219763582753467,-0.872703610656838,0.14510298079248854,"Complex Problem Solving, Reading Comprehension, Judgment and Decision Making",Design engineering systems for the automation of industrial tasks. Maintain technical project files.,70000,120000,25.0
17-2199.06,Microsystems Engineers,0.5705950846473021,1.6819023159379058,0.07888904540187143,-0.7816456455863008,-1.0554090017474929,0.09493341228679303,"Reading Comprehension, Active Listening, Complex Problem Solving","Create schematics and physical layouts of integrated microelectromechanical systems (MEMS) components or packaged assemblies consistent with process, functional, or package constraints. Investigate characteristics such as cost, performance, or process capability of potential microelectromechanical systems (MEMS) device designs, using simulation or modeling software.",70000,120000,25.0
17-2199.07,Photonics Engineers,0.6717372947656388,1.46255894364764,0.7906191646638466,-0.7617558831493162,-0.7971013798607051,-0.6576101152986421,"Reading Comprehension, Active Learning, Mathematics","Analyze system performance or operational requirements. Develop optical or imaging systems, such as optical imaging products, optical components, image processes, signal process technologies, or optical systems.",70000,120000,25.0
17-2199.08,Robotics Engineers,0.8133363889313098,1.387355501719549,-0.038231100805795275,-0.7418661207123314,-0.7845010080613496,-0.20608399874738084,"Reading Comprehension, Mathematics, Critical Thinking","Review or approve designs, calculations, or cost estimates. Process or interpret signals or sensor data.",70000,120000,25.0
17-2199.09,Nanosystems Engineers,0.4492244325052981,1.5753641065397768,0.5203419041846157,-0.7882755663986291,-0.2930865078864849,-0.6977457701031986,"Reading Comprehension, Critical Thinking, Active Learning","Provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems. Supervise technologists or technicians engaged in nanotechnology research or production.",70000,120000,25.0
17-2199.10,Wind Energy Engineers,0.7121941788129735,0.6039863149685992,0.331147821849154,-0.7418661207123314,0.08492464609418028,-0.6576101152986421,"Reading Comprehension, Mathematics, Critical Thinking","Create or maintain wind farm layouts, schematics, or other visual documentation for wind farms. Provide engineering technical support to designers of prototype wind turbines.",70000,120000,25.0
17-2199.11,Solar Energy Systems Engineers,0.747593952354391,0.9048000826809636,0.23204615967343564,-0.4302598425329037,0.04082334479643584,-0.8181527345168683,"Reading Comprehension, Reading Comprehension, Active Listening","Conduct engineering site audits to collect structural, electrical, and related site information for use in the design of residential or commercial solar power systems. Create plans for solar energy system development, monitoring, and evaluation activities.",70000,120000,25.0
17-3011.00,Architectural and Civil Drafters,0.48968131655263275,0.40344380316035594,2.376245759475336,-0.6755669125890489,-0.9231050978542601,0.12503515339021068,"Reading Comprehension, Complex Problem Solving, Reading Comprehension","Perform technical work, solve problems, collaborate with team.",90000,150000,15.0
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.990335256638399,0.9424018036450095,-0.7679797040997193,-1.026952715642446,-0.9924071427507154,0.4360864781255235,"Critical Thinking, Active Listening, Critical Thinking","Record and interpret test data on parts, assemblies, and mechanisms. Fabricate and install parts and systems to be tested in test equipment, using hand tools, power tools, and test instruments.",70000,120000,25.0
17-3022.00,Civil Engineering Technologists and Technicians,0.6717372947656388,1.1805460364172982,0.6825082604721541,-0.6623070709643923,-0.67109766186715,0.5564934425391932,"Reading Comprehension, Active Listening, Critical Thinking","Calculate dimensions, square footage, profile and component specifications, and material quantities, using calculator or computer. Read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.",70000,120000,25.0
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.8841359360141456,1.0176052455731006,-0.08327731088566716,-0.5031889714685144,-1.049108815847815,0.22537429040160167,"Reading Comprehension, Reading Comprehension, Critical Thinking","Perform technical work, solve problems, collaborate with team.",70000,120000,25.0
17-3025.00,Environmental Engineering Technologists and Technicians,0.868964604496395,1.46255894364764,-0.1103050369335903,-0.6954566750260336,-1.0932101171455595,0.30564560001071484,"Reading Comprehension, Active Listening, Speaking","Inspect facilities to monitor compliance with regulations governing substances, such as asbestos, lead, or wastewater. Arrange for the disposal of lead, asbestos, or other hazardous materials.",70000,120000,25.0
17-3026.00,Industrial Engineering Technologists and Technicians,0.4492244325052981,0.9800035246090548,-0.5968041057962062,-0.728606279087675,-0.3749889245822956,0.4461203918266624,"Reading Comprehension, Reading Comprehension, Judgment and Decision Making","Study time, motion, methods, or speed involved in maintenance, production, or other operations to establish standard production rate or improve efficiency. Read worker logs, product processing sheets, or specification sheets to verify that records adhere to quality assurance specifications.",70000,120000,25.0
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.8790788255082289,0.9236009431629866,-0.3625638133808727,-0.9938031115808048,-0.6332965464690835,-0.06560920693143327,"Reading Comprehension, Active Listening, Writing","Perform technical work, solve problems, collaborate with team.",70000,120000,25.0
17-3027.00,Mechanical Engineering Technologists and Technicians,0.9549354830969811,1.249482524851382,0.11492601346576894,-0.9275039034575224,-1.2255140210387923,0.04476384378109754,"Reading Comprehension, Active Listening, Critical Thinking","Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval. Review project instructions and blueprints to ascertain test specifications, procedures, and objectives, and test nature of technical problems such as redesign.",70000,120000,25.0
17-3027.01,Automotive Engineering Technicians,1.2684763344638246,1.0990756409951994,-0.4166192654767189,-1.026952715642446,-1.049108815847815,-0.1458805165405464,"Reading Comprehension, Reading Comprehension, Speaking","Document test results, using cameras, spreadsheets, documents, or other tools. Set up mechanical, hydraulic, or electric test equipment in accordance with engineering specifications, standards, or test procedures.",70000,120000,25.0
19-2041.01,Climate Change Policy Analysts,-1.5786768803673508,1.9764491301562632,1.1329703612708726,0.411740100632784,1.0740538323435875,-0.7178135975054774,"Reading Comprehension, Reading Comprehension, Speaking","Provide analytical support for policy briefs related to renewable energy, energy efficiency, or climate change. Propose new or modified policies involving use of traditional and alternative fuels, transportation of goods, and other factors relating to climate and climate change.",70000,120000,15.0
19-3094.00,Political Scientists,-1.7657899690862735,1.9075126417221795,1.7365895763411552,0.6106377250026317,0.45033542827548995,-1.179373627757877,"Reading Comprehension, Speaking, Critical Thinking",Teach political science. Maintain current knowledge of government policy decisions.,60000,100000,15.0
19-4051.02,Nuclear Monitoring Technicians,0.8234506099431437,0.4661133381004322,-0.7679797040997193,-0.46340944659454486,-0.8286023093590938,0.7471378028608363,"Reading Comprehension, Critical Thinking, Monitoring","Analyze samples, such as air or water samples, for contaminants or other elements. Prepare reports describing contamination tests, material or equipment decontaminated, or methods used in decontamination processes.",60000,100000,15.0
19-4099.01,Quality Control Analysts,-0.21831415427572362,0.8671983617169182,-0.6598687999080267,-0.9009842202082095,-0.35608836688326245,1.05818912759615,"Quality Control Analysis, Quality Control Analysis, Reading Comprehension","Conduct routine and non-routine analyses of in-process materials, raw materials, environmental samples, finished goods, or stability samples. Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",70000,120000,15.0
21-1015.00,Rehabilitation Counselors,-1.6494764274501863,-0.1981837322643734,1.0248594570791805,2.8250312763202667,0.3621328256800013,-1.520526693596608,"Social Perceptiveness, Active Listening, Monitoring","Arrange for on-site job coaching or assistive devices, such as specially equipped wheelchairs, to help clients adapt to work or school environments. Confer with physicians, psychologists, occupational therapists, and other professionals to develop and implement client rehabilitation programs.",60000,100000,15.0
21-1094.00,Community Health Workers,-1.2904215815300915,-0.054043801902198395,0.34916630588110276,2.672543097636717,0.3243317102819348,-1.4201875565852164,"Social Perceptiveness, Active Listening, Speaking","Advise clients or community groups on issues related to improving general health, such as diet or exercise. Advise clients or community groups on issues related to diagnostic screenings, such as breast cancer screening, pap smears, glaucoma tests, or diabetes screenings.",60000,100000,15.0
21-2021.00,"Directors, Religious Activities and Education",-1.7657899690862735,-0.46139577901269246,1.4212661057820526,2.9377399301298475,1.9308791146997615,-1.5606623484011641,"Social Perceptiveness, Speaking, Reading Comprehension",Develop or direct study courses or religious education programs within congregations. Select appropriate curricula or class structures for educational programs.,60000,100000,15.0
23-1022.00,"Arbitrators, Mediators, and Conciliators",-1.7657899690862735,0.18410043087009023,0.4122309999929232,1.1211416275519068,1.250459037534564,-0.4569318412758592,"Speaking, Negotiation, Active Listening","Prepare written opinions or decisions regarding cases. Apply relevant laws, regulations, policies, or precedents to reach conclusions.",60000,100000,15.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",-1.0527373877520003,-0.5679339884108215,-0.6238318318441294,-0.15180316841511726,0.2487294794858017,1.921105705894116,"Reading Comprehension, Reading Comprehension, Active Listening","Examine documentation such as mortgages, liens, judgments, easements, plat books, maps, contracts, and agreements to verify factors such as properties' legal descriptions, ownership, or restrictions. Examine individual titles to determine if restrictions, such as delinquent taxes, will affect titles and limit property use.",60000,100000,15.0
25-1021.00,"Computer Science Teachers, Postsecondary",-0.6785112103141551,1.3058851062974501,1.2230627814306163,2.1554092742751134,-0.4631915271777842,-0.6576101152986421,"Reading Comprehension, Writing, Speaking","Select and obtain materials and supplies, such as textbooks and laboratory equipment. Compile bibliographies of specialized materials for outside reading assignments.",60000,100000,15.0
25-1031.00,"Architecture Teachers, Postsecondary",-0.562197668678068,0.9737365711150474,2.3221903073794894,2.7587320681969842,-0.2993866937861628,-1.4502892976886337,"Reading Comprehension, Writing, Speaking","Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction. Prepare course materials, such as syllabi, homework assignments, and handouts.",90000,150000,15.0
25-1032.00,"Engineering Teachers, Postsecondary",0.17614046518578924,1.1366773619592447,1.1780165713507447,2.1288895910258008,-0.620696174669728,-1.3399162469761035,"Reading Comprehension, Speaking, Writing","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media. Prepare course materials, such as syllabi, homework assignments, and handouts.",70000,120000,25.0
25-1065.00,"Political Science Teachers, Postsecondary",-1.2044507029295053,1.1805460364172982,1.583432462069591,2.7852517514462973,0.14162631919127996,-1.620865830607999,"Speaking, Reading Comprehension, Writing","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences. Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",60000,100000,15.0
25-1123.00,"English Language and Literature Teachers, Postsecondary",-1.0830800507875014,0.7418592918367662,2.1059684989961047,2.950999771754504,-0.3623885527829401,-1.229543196263573,"Reading Comprehension, Learning Strategies, Writing","Evaluate and grade students' class work, assignments, and papers. Initiate, facilitate, and moderate classroom discussions.",60000,100000,15.0
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",-1.1993935924235883,0.528782873040508,1.9257836586766175,2.950999771754504,-0.26158557838809626,-1.0790344907464857,"Reading Comprehension, Writing, Speaking","Maintain student attendance records, grades, and other required records. Initiate, facilitate, and moderate classroom discussions.",60000,100000,15.0
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",-0.6683969893023214,0.7543931988247817,1.4212661057820526,2.950999771754504,-0.2993866937861628,-1.3499501606772424,"Reading Comprehension, Instructing, Writing","Initiate, facilitate, and moderate classroom discussions. Prepare course materials, such as syllabi, homework assignments, and handouts.",60000,100000,15.0
25-3031.00,"Substitute Teachers, Short-Term",-0.9515951776336639,-0.6055357093748672,1.069905667159052,2.7985115930709537,-0.3371878091842291,-1.0589666633442074,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",60000,100000,15.0
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",-0.21831415427572362,-0.5616670349168138,4.637565505484902,-0.1849527724767584,-0.3875892963816511,-2.443646754101408,"Active Learning, Active Listening, Critical Thinking","Use materials such as pens and ink, watercolors, charcoal, oil, or computer software to create artwork. Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods.",60000,100000,35.0
27-1027.00,Set and Exhibit Designers,-0.4711696795715649,-0.4551288255186847,4.637565505484902,0.3520708133218299,0.5826393321687227,-1.5004588661943297,"Reading Comprehension, Reading Comprehension, Active Listening","Develop set designs, based on evaluation of scripts, budgets, research information, and available locations. Prepare preliminary renderings of proposed exhibits, including detailed construction, layout, and material specifications, and diagrams relating to aspects such as special effects or lighting.",60000,100000,15.0
27-2021.00,Athletes and Sports Competitors,0.2570542332804586,-1.2510319192576496,0.331147821849154,1.2139605189245022,0.9606504861493876,-1.901815414239895,"Speaking, Active Listening, Critical Thinking","Assess performance following athletic competition, identifying strengths and weaknesses and making adjustments to improve future performance. Maintain equipment used in a particular sport.",60000,100000,15.0
27-3023.00,"News Analysts, Reporters, and Journalists",-1.5281057753081826,0.3658420821963106,2.916800280433798,0.1664330305766387,0.6141402616671113,-1.1492718866544598,"Writing, Speaking, Reading Comprehension","Perform technical work, solve problems, collaborate with team.",70000,120000,15.0
27-3041.00,Editors,-1.7657899690862735,-0.2921880346744873,2.9798649745456185,-0.025834672980880564,0.6582415629648558,0.07486558488451431,"Reading Comprehension, Writing, Reading Comprehension","Read copy or proof to detect and correct errors in spelling, punctuation, and syntax. Verify facts, dates, and statistics, using standard reference sources.",60000,100000,15.0
27-3042.00,Technical Writers,-0.8504529675153272,0.07756222147196112,2.1329962250440273,-0.3639606344096212,-0.6269963605694058,0.5564934425391932,"Writing, Reading Comprehension, Writing","Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology. Maintain records and files of work and revisions.",60000,100000,15.0
27-3043.00,Writers and Authors,-1.7657899690862735,-0.1981837322643734,4.574500811373081,0.19295271382595172,1.1433558772400425,-1.6007980032057207,"Writing, Writing, Reading Comprehension","Develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information. Vary language and tone of messages based on product and medium.",60000,100000,15.0
27-3043.05,"Poets, Lyricists and Creative Writers",-1.5786768803673508,0.15903261689405981,4.637565505484902,0.13328342651499758,0.06602408839514687,-1.9419510690444515,"Writing, Reading Comprehension, Writing","Write fiction or nonfiction prose, such as short stories, novels, biographies, articles, descriptive or critical analyses, and essays. Develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue to create material.",60000,100000,15.0
27-4014.00,Sound Engineering Technicians,0.2772826753041259,-0.6118026628688746,2.331199549395464,-0.5031889714685144,-0.67109766186715,-0.5171353234826945,"Active Listening, Speaking, Critical Thinking","Record speech, music, and other sounds on recording media, using recording equipment. Confer with producers, performers, and others to determine and achieve the desired sound for a production, such as a musical recording or a film.",70000,120000,25.0
27-4032.00,Film and Video Editors,-0.617825884243153,-1.0066207329913532,3.2411329930088755,-0.4501496049698883,-0.003277956501308327,-0.7880509934134508,"Reading Comprehension, Active Listening, Active Listening",Organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers. Review footage sequence by sequence to become familiar with it before assembling it into a final product.,60000,100000,15.0
29-1031.00,Dietitians and Nutritionists,-0.739196536385157,0.7669271058127966,0.49331417813669237,1.9565116499052662,0.2739302230845127,-1.4201875565852164,"Reading Comprehension, Writing, Social Perceptiveness","Evaluate laboratory tests in preparing nutrition recommendations. Counsel individuals and groups on basic rules of good nutrition, healthy eating habits, and nutrition monitoring to improve their quality of life.",60000,100000,15.0
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",-0.2840565908526421,0.19663433785810544,1.2140535394146421,2.6327635727627476,-0.5450939438735949,-1.9519849827455904,"Reading Comprehension, Active Listening, Active Listening","Teach cane skills, including cane use with a guide, diagonal techniques, and two-point touches. Recommend appropriate mobility devices or systems, such as human guides, dog guides, long canes, electronic travel aids (ETAs), and other adaptive mobility devices (AMDs).",70000,120000,15.0
29-1141.03,Critical Care Nurses,-0.1980857122520563,0.9361348501510021,-0.24544366717320576,1.9565116499052662,-0.5765948733719839,-0.8582883893214249,"Critical Thinking, Monitoring, Social Perceptiveness","Evaluate patients' vital signs or laboratory data to determine emergency intervention needs. Administer medications intravenously, by injection, orally, through gastric tubes, or by other methods.",60000,100000,15.0
29-1171.00,Nurse Practitioners,-0.41554146400647984,1.2181477573813435,-0.48869320160451374,1.863692758532671,-0.5387937579739173,-0.4970674960804158,"Reading Comprehension, Active Listening, Social Perceptiveness","Maintain complete and detailed records of patients' health care plans and prognoses. Develop treatment plans, based on scientific rationale, standards of care, and professional practice guidelines.",60000,100000,15.0
29-1229.02,Hospitalists,-0.4357699060301472,0.6917236638847054,-0.2724713932211289,2.32115729458332,0.09752501789353579,-0.6275083741952244,"Reading Comprehension, Active Learning, Social Perceptiveness","Diagnose, treat, or provide continuous care to hospital inpatients. Prescribe medications or treatment regimens to hospital inpatients.",60000,100000,15.0
29-1229.04,Physical Medicine and Rehabilitation Physicians,0.02948426051420116,1.7445718508779822,0.15096298152966645,2.2681179280846937,-0.8034015657603828,-1.8014762772285036,"Reading Comprehension, Critical Thinking, Active Listening","Document examination results, treatment plans, and patients' outcomes. Examine patients to assess mobility, strength, communication, or cognition.",60000,100000,15.0
29-2092.00,Hearing Aid Specialists,-0.41554146400647984,0.4974481055704701,-0.05624958483774403,1.4526376681683193,-0.7403997067636052,-0.56730489198839,"Active Listening, Active Listening, Service Orientation",Counsel patients and families on communication strategies and the effects of hearing loss. Select and administer tests to evaluate hearing or related disabilities.,70000,120000,35.0
29-9021.00,Health Information Technologists and Medical Registrars,-1.0173376142105826,1.0050713385850851,-0.5968041057962062,0.8294251118094637,-0.49469245667617284,1.1886300057109587,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",60000,100000,15.0
29-9091.00,Athletic Trainers,0.5301382005999674,0.5099820125584851,-0.6868965259559499,2.0891100661518314,-0.4505911553784287,-1.460323211389773,"Critical Thinking, Monitoring, Active Listening",Conduct an initial assessment of an athlete's injury or illness to provide emergency or continued care and to determine whether they should be referred to physicians for definitive diagnosis and treatment. Assess and report the progress of recovering athletes to coaches or physicians.,60000,100000,35.0
31-1121.00,Home Health Aides,-0.142457496686971,-0.24831936021643394,-0.3265268453169752,2.506795077328511,-0.771900636261994,-1.2596449373669902,"Active Listening, Active Listening, Service Orientation","Maintain records of patient care, condition, progress, or problems to report and discuss observations with supervisor or case manager. Care for patients by changing bed linens, washing and ironing laundry, cleaning, or assisting with their personal care.",60000,100000,35.0
31-1122.00,Personal Care Aides,-0.4408270165360639,-1.1006250354014673,-0.04724034282176966,2.4272360275805718,-0.2678857642877739,-0.9586275263328163,"Service Orientation, Social Perceptiveness, Service Orientation","Prepare and maintain records of client progress and services performed, reporting changes in client condition to manager or supervisor. Instruct or advise clients on issues, such as household cleanliness, utilities, hygiene, nutrition, or infant care.",60000,100000,35.0
31-1133.00,Psychiatric Aides,-0.4357699060301472,0.2843716867742119,-0.038231100805795275,2.7056927016983585,-0.721499149064572,-0.808118820815729,"Social Perceptiveness, Speaking, Social Perceptiveness","Participate in recreational activities with patients, including card games, sports, or television viewing. Listen and provide emotional support and encouragement to psychiatric patients.",60000,100000,35.0
31-2012.00,Occupational Therapy Aides,-0.2941708118644758,-0.6431374303389128,-0.1463420049974878,2.288007690521679,-0.7340995208639275,-1.0589666633442074,"Service Orientation, Service Orientation, Active Listening","Encourage patients and attend to their physical needs to facilitate the attainment of therapeutic goals. Report to supervisors or therapists, verbally or in writing, on patients' progress, attitudes, attendance, and accomplishments.",60000,100000,35.0
31-2022.00,Physical Therapist Aides,0.19131179670353987,-0.6431374303389128,-0.6868965259559499,2.188558878336755,-0.595495431071017,-0.8984240441259815,"Active Listening, Social Perceptiveness, Monitoring",Clean and organize work area and disinfect equipment after treatment. Secure patients into or onto therapy equipment.,60000,100000,35.0
31-9095.00,Pharmacy Aides,-0.4357699060301472,-1.2949005937157028,-0.7679797040997193,0.3984802590081275,0.5574385885700117,2.0615804977100636,"Active Listening, Speaking, Service Orientation","Greet customers and help them locate merchandise. Accept prescriptions for filling, gathering and processing necessary information.",60000,100000,35.0
33-1091.00,First-Line Supervisors of Security Workers,-0.16774304921655506,-1.1382267563655128,-0.7679797040997193,0.6703070123135858,1.8363763262045956,0.385916909619828,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",60000,100000,15.0
33-3011.00,Bailiffs,0.2772826753041259,-0.9063494770872318,-0.7679797040997193,0.3056613676355319,0.5322378449713007,0.10496732598793196,"Social Perceptiveness, Speaking, Monitoring","Screen persons entering courthouse using magnetometers, x-ray machines, and other devices to collect and retain unauthorized firearms and other contraband. Maintain order in courtroom during trial and guard jury from outside contact.",60000,100000,35.0
33-3012.00,Correctional Officers and Jailers,0.43405310098754746,-1.1695615238355508,-0.7589704620837449,0.8890943991204181,0.14162631919127996,-0.07564312063257218,"Active Listening, Monitoring, Social Perceptiveness","Conduct head counts to ensure that each prisoner is present. Inspect conditions of locks, window bars, grills, doors, and gates at correctional facilities to ensure security and help prevent escapes.",60000,100000,35.0
33-3021.06,Intelligence Analysts,-1.0830800507875014,1.4437580831656172,0.2951108537852565,-0.42362992172057545,0.4062341269777455,0.7371038891596974,"Reading Comprehension, Critical Thinking, Reading Comprehension","Validate known intelligence with data from other sources. Gather, analyze, correlate, or evaluate information from a variety of resources, such as law enforcement databases.",70000,120000,15.0
33-3052.00,Transit and Railroad Police,0.6970228472952229,-0.7246078257610115,-0.7679797040997193,0.0006850102684324592,0.1857276204890241,0.2855777726084361,"Active Listening, Speaking, Speaking","Prepare reports documenting investigation activities and results. Monitor transit areas and conduct security checks to protect railroad properties, patrons, and employees.",60000,100000,35.0
33-9032.00,Security Guards,0.8639074939904783,-0.8624808026291785,-0.7679797040997193,0.1531731889519822,-0.02217851420034146,0.09493341228679303,"Active Listening, Monitoring, Speaking","Patrol industrial or commercial premises to prevent and detect signs of intrusion and ensure security of doors, windows, and gates. Respond to medical emergencies by administering basic first aid or by obtaining assistance from paramedics.",60000,100000,15.0
33-9093.00,Transportation Security Screeners,0.41382465896388015,-0.856213849135171,-0.7679797040997193,-0.25788190141236905,-0.31198706558551803,0.8976465083779236,"Active Listening, Critical Thinking, Speaking","Inspect carry-on items, using x-ray viewing equipment, to determine whether items contain objects that warrant further investigation. Search carry-on or checked baggage by hand when it is suspected to contain prohibited items such as weapons.",60000,100000,15.0
33-9094.00,School Bus Monitors,-0.5065694531129826,-1.27609973323368,-0.1103050369335903,1.79076362959706,-0.6773978477668279,-0.055575293230294344,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",60000,100000,15.0
33-9099.02,Retail Loss Prevention Specialists,-0.2739423698408085,-0.12924724383028963,-0.7679797040997193,0.06698421839171502,1.0929543900426204,0.9377821631824802,"Critical Thinking, Reading Comprehension, Critical Thinking",Identify and report merchandise or stock shortages. Apprehend shoplifters in accordance with guidelines.,70000,120000,35.0
35-2012.00,"Cooks, Institution and Cafeteria",0.7273655103307237,-1.056756360943414,0.11492601346576894,0.33881097169717334,0.015622601197724805,-0.36662661796560714,"Speaking, Monitoring, Coordination","Monitor and record food temperatures to ensure food safety. Cook foodstuffs according to menus, special dietary or nutritional restrictions, or numbers of portions to be served.",60000,100000,15.0
